GO:0016645	F	oxidoreductase activity, acting on the CH-NH group of donors
GO:0016646	F	oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor
GO:0016647	F	oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor
GO:0016648	F	oxidoreductase activity, acting on the CH-NH group of donors, disulfide as acceptor
GO:0016649	F	oxidoreductase activity, acting on the CH-NH group of donors, quinone or similar compound as acceptor
GO:0016650	F	obsolete oxidoreductase activity, acting on the CH-NH group of donors, other acceptors
GO:0016651	F	oxidoreductase activity, acting on NAD(P)H
GO:0016652	F	oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor
GO:0016653	F	oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor
GO:0016655	F	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor
GO:0016656	F	monodehydroascorbate reductase (NADH) activity
GO:0016657	F	oxidoreductase activity, acting on NAD(P)H, nitrogenous group as acceptor
GO:0016658	F	obsolete oxidoreductase activity, acting on NADH or NADPH, flavin as acceptor
GO:0016659	F	obsolete oxidoreductase activity, acting on NADH or NADPH, other acceptor
GO:0016661	F	oxidoreductase activity, acting on other nitrogenous compounds as donors
GO:0016662	F	oxidoreductase activity, acting on other nitrogenous compounds as donors, cytochrome as acceptor
GO:0016663	F	oxidoreductase activity, acting on other nitrogenous compounds as donors, oxygen as acceptor
GO:0016664	F	oxidoreductase activity, acting on other nitrogenous compounds as donors, iron-sulfur protein as acceptor
GO:0016665	F	obsolete oxidoreductase activity, acting on other nitrogenous compounds as donors, other acceptors
GO:0016667	F	oxidoreductase activity, acting on a sulfur group of donors
GO:0016668	F	oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor
GO:0016654	F	oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor
GO:0016669	F	oxidoreductase activity, acting on a sulfur group of donors, cytochrome as acceptor
GO:0016670	F	oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor
GO:0016671	F	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor
GO:0016672	F	oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor
GO:0016673	F	oxidoreductase activity, acting on a sulfur group of donors, iron-sulfur protein as acceptor
GO:0016674	F	obsolete oxidoreductase activity, acting on sulfur group of donors, other acceptors
GO:0016675	F	oxidoreductase activity, acting on a heme group of donors
GO:0016676	F	oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor
GO:0016677	F	oxidoreductase activity, acting on a heme group of donors, nitrogenous group as acceptor
GO:0016678	F	obsolete oxidoreductase activity, acting on heme group of donors, other acceptors
GO:0016679	F	oxidoreductase activity, acting on diphenols and related substances as donors
GO:0016680	F	oxidoreductase activity, acting on diphenols and related substances as donors, NAD or NADP as acceptor
GO:0016681	F	oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor
GO:0016682	F	oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor
GO:0016683	F	obsolete oxidoreductase activity, acting on diphenols and related substances as donors, other acceptors
GO:0016684	F	oxidoreductase activity, acting on peroxide as acceptor
GO:0016688	F	L-ascorbate peroxidase activity
GO:0016689	F	manganese peroxidase activity
GO:0016690	F	diarylpropane peroxidase activity
GO:0016691	F	chloride peroxidase activity
GO:0016955	F	chloride peroxidase activity
GO:0016956	F	chloride peroxidase activity
GO:0016957	F	chloride peroxidase activity
GO:0016958	F	chloride peroxidase activity
GO:0016692	F	NADH peroxidase activity
GO:0016694	F	obsolete bacterial catalase-peroxidase activity
GO:0016695	F	oxidoreductase activity, acting on hydrogen as donor
GO:0016696	F	oxidoreductase activity, acting on hydrogen as donor, NAD or NADP as acceptor
GO:0016697	F	oxidoreductase activity, acting on hydrogen as donor, cytochrome as acceptor
GO:0016698	F	oxidoreductase activity, acting on hydrogen as donor, cytochrome as acceptor
GO:0016699	F	oxidoreductase activity, acting on hydrogen as donor, iron-sulfur protein as acceptor
GO:0016736	F	oxidoreductase activity, acting on hydrogen as donor, iron-sulfur protein as acceptor
GO:0019110	F	oxidoreductase activity, acting on hydrogen as donor, iron-sulfur protein as acceptor
GO:0016700	F	obsolete oxidoreductase activity, acting on hydrogen as donor, other acceptors
GO:0016701	F	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen
GO:0016702	F	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
GO:0016703	F	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of one atom of oxygen (internal monooxygenases or internal mixed function oxidases)
GO:0016704	F	obsolete oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, miscellaneous
GO:0016705	F	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
GO:0016706	F	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors
GO:0010302	F	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors
GO:0016707	F	gibberellin 3-beta-dioxygenase activity
GO:0016708	F	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of two atoms of oxygen into one donor
GO:0016709	F	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen
GO:0016710	F	trans-cinnamate 4-monooxygenase activity
GO:0016711	F	flavonoid 3'-monooxygenase activity
GO:0016712	F	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen
GO:0008402	F	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen
GO:0050381	F	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen
GO:0016713	F	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen
GO:0016714	F	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen
GO:0016715	F	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen
GO:0016716	F	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, another compound as one donor, and incorporation of one atom of oxygen
GO:0016717	F	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water
GO:0016718	F	obsolete oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, miscellaneous
GO:0016719	F	carotene 7,8-desaturase activity
GO:0016720	F	delta12-fatty acid dehydrogenase activity
GO:0016721	F	oxidoreductase activity, acting on superoxide radicals as acceptor
GO:0016722	F	oxidoreductase activity, oxidizing metal ions
GO:0016723	F	oxidoreductase activity, oxidizing metal ions, NAD or NADP as acceptor
GO:0016724	F	oxidoreductase activity, oxidizing metal ions, oxygen as acceptor
GO:0016725	F	oxidoreductase activity, acting on CH or CH2 groups
GO:0016726	F	oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor
GO:0016727	F	oxidoreductase activity, acting on CH or CH2 groups, oxygen as acceptor
GO:0016728	F	oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor
GO:0016729	F	obsolete oxidoreductase activity, acting on CH2 groups, other acceptors
GO:0016730	F	oxidoreductase activity, acting on iron-sulfur proteins as donors
GO:0016731	F	oxidoreductase activity, acting on iron-sulfur proteins as donors, NAD or NADP as acceptor
GO:0016732	F	oxidoreductase activity, acting on iron-sulfur proteins as donors, dinitrogen as acceptor
GO:0016733	F	obsolete iron-iron nitrogenase activity
GO:0016734	F	obsolete molybdenum-iron nitrogenase activity
GO:0016735	F	obsolete vanadium-iron nitrogenase activity
GO:0016737	F	oxidoreductase activity, acting on reduced flavodoxin as donor
GO:0016738	F	oxidoreductase activity, acting on reduced flavodoxin as donor, dinitrogen as acceptor
GO:0016739	F	obsolete oxidoreductase activity, acting on other substrates
GO:0016740	F	transferase activity
GO:0016741	F	transferase activity, transferring one-carbon groups
GO:0016742	F	hydroxymethyl-, formyl- and related transferase activity
GO:0016743	F	carboxyl- or carbamoyltransferase activity
GO:0016744	F	transferase activity, transferring aldehyde or ketonic groups
GO:0016745	F	transferase activity, transferring aldehyde or ketonic groups
GO:0016746	F	transferase activity, transferring acyl groups
GO:0008415	F	transferase activity, transferring acyl groups
GO:0016747	F	transferase activity, transferring acyl groups other than amino-acyl groups
GO:0016748	F	succinyltransferase activity
GO:0016749	F	N-succinyltransferase activity
GO:0016750	F	O-succinyltransferase activity
GO:0016751	F	S-succinyltransferase activity
GO:0016752	F	sinapoyltransferase activity
GO:0016753	F	O-sinapoyltransferase activity
GO:0016754	F	sinapoylglucose-malate O-sinapoyltransferase activity
GO:0016755	F	transferase activity, transferring amino-acyl groups
GO:0016756	F	glutathione gamma-glutamylcysteinyltransferase activity
GO:0042143	F	glutathione gamma-glutamylcysteinyltransferase activity
GO:0016757	F	transferase activity, transferring glycosyl groups
GO:0016932	F	transferase activity, transferring glycosyl groups
GO:0016758	F	transferase activity, transferring hexosyl groups
GO:0016759	F	cellulose synthase activity
GO:0016760	F	cellulose synthase (UDP-forming) activity
GO:0016761	F	cellulose synthase (GDP-forming) activity
GO:0016762	F	xyloglucan:xyloglucosyl transferase activity
GO:0080039	F	xyloglucan:xyloglucosyl transferase activity
GO:0016763	F	transferase activity, transferring pentosyl groups
GO:0016764	F	obsolete transferase activity, transferring other glycosyl groups
GO:0016765	F	transferase activity, transferring alkyl or aryl (other than methyl) groups
GO:0016766	F	transferase activity, transferring alkyl or aryl (other than methyl) groups
GO:0016767	F	geranylgeranyl-diphosphate geranylgeranyltransferase activity
GO:0016768	F	spermine synthase activity
GO:0016769	F	transferase activity, transferring nitrogenous groups
GO:0016770	F	oximinotransaminase activity
GO:0016771	F	obsolete transferase activity, transferring other nitrogenous groups
GO:0016772	F	transferase activity, transferring phosphorus-containing groups
GO:0016773	F	phosphotransferase activity, alcohol group as acceptor
GO:0016774	F	phosphotransferase activity, carboxyl group as acceptor
GO:0016775	F	phosphotransferase activity, nitrogenous group as acceptor
GO:0016776	F	phosphotransferase activity, phosphate group as acceptor
GO:0016778	F	diphosphotransferase activity
GO:0016779	F	nucleotidyltransferase activity
GO:0016780	F	phosphotransferase activity, for other substituted phosphate groups
GO:0016781	F	phosphotransferase activity, paired acceptors
GO:0016782	F	transferase activity, transferring sulfur-containing groups
GO:0016783	F	sulfurtransferase activity
GO:0016784	F	3-mercaptopyruvate sulfurtransferase activity
GO:0016785	F	transferase activity, transferring selenium-containing groups
GO:0016786	F	transferase activity, transferring selenium-containing groups
GO:0016787	F	hydrolase activity
GO:0016788	F	hydrolase activity, acting on ester bonds
GO:0016790	F	thiolester hydrolase activity
GO:0016791	F	phosphatase activity
GO:0003869	F	phosphatase activity
GO:0016302	F	phosphatase activity
GO:0016793	F	triphosphoric monoester hydrolase activity
GO:0016794	F	diphosphoric monoester hydrolase activity
GO:0016795	F	phosphoric triester hydrolase activity
GO:0016796	F	exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters
GO:0016797	F	exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters
GO:0016798	F	hydrolase activity, acting on glycosyl bonds
GO:0016799	F	hydrolase activity, hydrolyzing N-glycosyl compounds
GO:0016801	F	hydrolase activity, acting on ether bonds
GO:0016802	F	trialkylsulfonium hydrolase activity
GO:0016803	F	ether hydrolase activity
GO:0016804	F	obsolete prolyl aminopeptidase activity
GO:0016805	F	dipeptidase activity
GO:0016806	F	obsolete dipeptidyl-peptidase and tripeptidyl-peptidase activity
GO:0016807	F	cysteine-type carboxypeptidase activity
GO:0016808	F	obsolete proprotein convertase activity
GO:0016810	F	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
GO:0016811	F	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
GO:0016812	F	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides
GO:0016813	F	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines
GO:0016814	F	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines
GO:0016815	F	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in nitriles
GO:0016816	F	obsolete hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in other compounds
GO:0016817	F	hydrolase activity, acting on acid anhydrides
GO:0016818	F	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
GO:0016819	F	hydrolase activity, acting on acid anhydrides, in sulfonyl-containing anhydrides
GO:0016821	F	obsolete hydrolase activity, acting on acid anhydrides, involved in cellular and subcellular movement
GO:0016822	F	hydrolase activity, acting on acid carbon-carbon bonds
GO:0016823	F	hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances
GO:0016824	F	hydrolase activity, acting on acid halide bonds
GO:0016825	F	hydrolase activity, acting on acid phosphorus-nitrogen bonds
GO:0016826	F	hydrolase activity, acting on acid sulfur-nitrogen bonds
GO:0016827	F	hydrolase activity, acting on acid carbon-phosphorus bonds
GO:0016828	F	hydrolase activity, acting on acid sulfur-sulfur bonds
GO:0016829	F	lyase activity
GO:0016830	F	carbon-carbon lyase activity
GO:0016831	F	carboxy-lyase activity
GO:0016832	F	aldehyde-lyase activity
GO:0016228	F	aldehyde-lyase activity
GO:0016833	F	oxo-acid-lyase activity
GO:0016834	F	obsolete other carbon-carbon lyase activity
GO:0016835	F	carbon-oxygen lyase activity
GO:0016836	F	hydro-lyase activity
GO:0016837	F	carbon-oxygen lyase activity, acting on polysaccharides
GO:0016838	F	carbon-oxygen lyase activity, acting on phosphates
GO:0016839	F	obsolete other carbon-oxygen lyase activity
GO:0016840	F	carbon-nitrogen lyase activity
GO:0016841	F	ammonia-lyase activity
GO:0016842	F	amidine-lyase activity
GO:0016843	F	amine-lyase activity
GO:0016844	F	strictosidine synthase activity
GO:0016845	F	obsolete other carbon-nitrogen lyase activity
GO:0016846	F	carbon-sulfur lyase activity
GO:0016847	F	1-aminocyclopropane-1-carboxylate synthase activity
GO:0034100	F	1-aminocyclopropane-1-carboxylate synthase activity
GO:0016848	F	carbon-halide lyase activity
GO:0016849	F	phosphorus-oxygen lyase activity
GO:0016850	F	obsolete other lyase activity
GO:0016851	F	magnesium chelatase activity
GO:0016852	F	sirohydrochlorin cobaltochelatase activity
GO:0016853	F	isomerase activity
GO:0016854	F	racemase and epimerase activity
GO:0016855	F	racemase and epimerase activity, acting on amino acids and derivatives
GO:0016856	F	racemase and epimerase activity, acting on hydroxy acids and derivatives
GO:0016857	F	racemase and epimerase activity, acting on carbohydrates and derivatives
GO:0016858	F	obsolete racemase and epimerase activity, acting on other compounds
GO:0016859	F	cis-trans isomerase activity
GO:0016860	F	intramolecular oxidoreductase activity
GO:0016861	F	intramolecular oxidoreductase activity, interconverting aldoses and ketoses
GO:0016862	F	intramolecular oxidoreductase activity, interconverting keto- and enol-groups
GO:0016863	F	intramolecular oxidoreductase activity, transposing C=C bonds
GO:0016864	F	intramolecular oxidoreductase activity, transposing S-S bonds
GO:0016865	F	obsolete intramolecular oxidoreductase activity, other intramolecular oxidoreductases
GO:0016866	F	intramolecular transferase activity
GO:0016867	F	intramolecular transferase activity, transferring acyl groups
GO:0016868	F	intramolecular transferase activity, phosphotransferases
GO:0016777	F	intramolecular transferase activity, phosphotransferases
GO:0016869	F	intramolecular transferase activity, transferring amino groups
GO:0016870	F	obsolete intramolecular transferase activity, transferring other groups
GO:0016871	F	cycloartenol synthase activity
GO:0016872	F	intramolecular lyase activity
GO:0016873	F	obsolete other isomerase activity
GO:0016874	F	ligase activity
GO:0016875	F	ligase activity, forming carbon-oxygen bonds
GO:0016877	F	ligase activity, forming carbon-sulfur bonds
GO:0016878	F	acid-thiol ligase activity
GO:0016879	F	ligase activity, forming carbon-nitrogen bonds
GO:0016880	F	acid-ammonia (or amide) ligase activity
GO:0016881	F	acid-amino acid ligase activity
GO:0016882	F	cyclo-ligase activity
GO:0016883	F	obsolete other carbon-nitrogen ligase activity
GO:0016884	F	carbon-nitrogen ligase activity, with glutamine as amido-N-donor
GO:0016003	F	carbon-nitrogen ligase activity, with glutamine as amido-N-donor
GO:0016885	F	ligase activity, forming carbon-carbon bonds
GO:0016886	F	ligase activity, forming phosphoric ester bonds
GO:0016887	F	ATPase activity
GO:0004002	F	ATPase activity
GO:0016888	F	endodeoxyribonuclease activity, producing 5'-phosphomonoesters
GO:0016889	F	endodeoxyribonuclease activity, producing 3'-phosphomonoesters
GO:0016890	F	site-specific endodeoxyribonuclease activity, specific for altered base
GO:0016891	F	endoribonuclease activity, producing 5'-phosphomonoesters
GO:0016892	F	endoribonuclease activity, producing 3'-phosphomonoesters
GO:0016893	F	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters
GO:0016894	F	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters
GO:0016895	F	exodeoxyribonuclease activity, producing 5'-phosphomonoesters
GO:0008858	F	exodeoxyribonuclease activity, producing 5'-phosphomonoesters
GO:0016896	F	exoribonuclease activity, producing 5'-phosphomonoesters
GO:0016897	F	exoribonuclease activity, producing 3'-phosphomonoesters
GO:0016898	F	oxidoreductase activity, acting on the CH-OH group of donors, cytochrome as acceptor
GO:0016899	F	oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor
GO:0016900	F	oxidoreductase activity, acting on the CH-OH group of donors, disulfide as acceptor
GO:0016901	F	oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor
GO:0016902	F	obsolete oxidoreductase activity, acting on the CH-OH group of donors, other acceptors
GO:0016903	F	oxidoreductase activity, acting on the aldehyde or oxo group of donors
GO:0016905	F	myosin heavy chain kinase activity
GO:0016906	F	sterol 3-beta-glucosyltransferase activity
GO:0016907	F	G-protein coupled acetylcholine receptor activity
GO:0004981	F	G-protein coupled acetylcholine receptor activity
GO:0016909	F	SAP kinase activity
GO:0016910	F	obsolete SAP kinase 3 activity
GO:0016911	F	obsolete SAP kinase 4 activity
GO:0016912	F	obsolete SAP kinase 5 activity
GO:0016913	F	follicle-stimulating hormone activity
GO:0016914	C	follicle-stimulating hormone complex
GO:0016915	F	obsolete activin
GO:0016916	F	obsolete inhibin
GO:0016917	F	GABA receptor activity
GO:0016918	F	retinal binding
GO:0016919	F	obsolete nardilysin activity
GO:0016920	F	pyroglutamyl-peptidase activity
GO:0016921	F	obsolete pyroglutamyl-peptidase II activity
GO:0016922	F	nuclear receptor binding
GO:0016923	F	obsolete ligand-dependent thyroid hormone receptor interactor activity
GO:0016925	P	protein sumoylation
GO:0006485	P	protein sumoylation
GO:0016927	P	protein sumoylation
GO:0016926	P	protein desumoylation
GO:0016928	P	protein desumoylation
GO:0016929	F	SUMO-specific protease activity
GO:0016933	F	extracellularly glycine-gated ion channel activity
GO:0016934	F	extracellularly glycine-gated chloride channel activity
GO:0004891	F	extracellularly glycine-gated chloride channel activity
GO:0016935	C	glycine-gated chloride channel complex
GO:0016936	F	galactoside binding
GO:0016937	F	short-branched-chain-acyl-CoA dehydrogenase activity
GO:0016938	C	kinesin I complex
GO:0016939	C	kinesin II complex
GO:0016941	F	natriuretic peptide receptor activity
GO:0016942	C	insulin-like growth factor binding protein complex
GO:0016943	F	obsolete RNA polymerase I transcription elongation factor activity
GO:0016944	F	obsolete RNA polymerase II transcription elongation factor activity
GO:0016945	F	obsolete RNA polymerase III transcription elongation factor activity
GO:0016946	F	obsolete cathepsin F activity
GO:0016962	F	obsolete receptor-associated protein activity
GO:0016963	F	obsolete alpha-2 macroglobulin receptor-associated protein activity
GO:0016964	F	alpha-2 macroglobulin receptor activity
GO:0016966	F	nitric oxide reductase activity
GO:0016967	F	nitric oxide reductase activity
GO:0016968	F	nitric oxide reductase activity
GO:0016969	F	obsolete hemerythrin
GO:0016970	F	obsolete hemocyanin
GO:0016971	F	flavin-linked sulfhydryl oxidase activity
GO:0016972	F	thiol oxidase activity
GO:0016973	P	poly(A)+ mRNA export from nucleus
GO:0016975	F	obsolete alpha-2 macroglobulin
GO:0016977	F	chitosanase activity
GO:0016979	F	lipoate-protein ligase activity
GO:0008916	F	lipoate-protein ligase activity
GO:0016978	F	lipoate-protein ligase activity
GO:0102315	F	lipoate-protein ligase activity
GO:0016980	F	creatinase activity
GO:0016984	F	ribulose-bisphosphate carboxylase activity
GO:0016985	F	mannan endo-1,4-beta-mannosidase activity
GO:0016986	F	obsolete transcription initiation factor activity
GO:0016987	F	sigma factor activity
GO:0000996	F	sigma factor activity
GO:0001053	F	sigma factor activity
GO:0016988	F	obsolete transcription initiation factor antagonist activity
GO:0016989	F	sigma factor antagonist activity
GO:0016990	F	arginine deiminase activity
GO:0016992	F	lipoate synthase activity
GO:0017140	F	lipoate synthase activity
GO:0016993	F	precorrin-8X methylmutase activity
GO:0016994	F	precorrin-6A reductase activity
GO:0016995	F	cholesterol oxidase activity
GO:0016996	F	endo-alpha-(2,8)-sialidase activity
GO:0016997	F	alpha-sialidase activity
GO:0016998	P	cell wall macromolecule catabolic process
GO:0044039	P	cell wall macromolecule catabolic process
GO:0016999	P	antibiotic metabolic process
GO:0017000	P	antibiotic biosynthetic process
GO:0017001	P	antibiotic catabolic process
GO:0017002	F	activin-activated receptor activity
GO:0017003	P	protein-heme linkage
GO:0017004	P	cytochrome complex assembly
GO:0017005	F	3'-tyrosyl-DNA phosphodiesterase activity
GO:0017006	P	protein-tetrapyrrole linkage
GO:0017007	P	protein-bilin linkage
GO:0017008	P	protein-phycobiliviolin linkage
GO:0017009	P	protein-phycocyanobilin linkage
GO:0017010	P	protein-phycourobilin linkage
GO:0017011	P	protein-phycoerythrobilin linkage
GO:0017012	P	protein-phytochromobilin linkage
GO:0017013	P	protein flavinylation
GO:0017014	P	protein nitrosylation
GO:0017015	P	regulation of transforming growth factor beta receptor signaling pathway
GO:0017016	F	Ras GTPase binding
GO:0017017	F	MAP kinase tyrosine/serine/threonine phosphatase activity
GO:0017018	F	myosin phosphatase activity
GO:0017019	F	myosin phosphatase activity
GO:0017020	F	myosin phosphatase regulator activity
GO:0017021	F	obsolete myosin phosphatase myosin binding
GO:0017022	F	myosin binding
GO:0017023	C	myosin phosphatase complex
GO:0017024	F	myosin I binding
GO:0017025	F	TBP-class protein binding
GO:0017026	F	obsolete procollagen C-endopeptidase activity
GO:0017027	F	obsolete transmembrane receptor protein serine/threonine kinase receptor-associated protein activity
GO:0017028	F	obsolete protein stabilization activity
GO:0017029	F	obsolete lysosomal protein stabilization
GO:0017030	F	obsolete beta-galactosidase stabilization activity
GO:0017032	F	amino acid:potassium symporter activity
GO:0017034	F	Rap guanyl-nucleotide exchange factor activity
GO:0017038	P	protein import
GO:0017039	F	obsolete dipeptidyl-peptidase III activity
GO:0017040	F	N-acylsphingosine amidohydrolase activity
GO:0017041	F	galactosylgalactosylglucosylceramidase activity
GO:0017042	F	glycosylceramidase activity
GO:0017043	F	obsolete adrenocorticotropin
GO:0017044	F	melanocyte-stimulating hormone activity
GO:0017045	F	corticotropin-releasing hormone activity
GO:0017046	F	peptide hormone binding
GO:0017048	F	Rho GTPase binding
GO:0017031	F	Rho GTPase binding
GO:0017049	F	GTP-Rho binding
GO:0017050	F	D-erythro-sphingosine kinase activity
GO:0017051	F	retinol dehydratase activity
GO:0017052	C	obsolete insulin-like growth factor binding protein
GO:0017053	C	transcriptional repressor complex
GO:0017054	C	negative cofactor 2 complex
GO:0017055	P	negative regulation of RNA polymerase II transcriptional preinitiation complex assembly
GO:0017056	F	structural constituent of nuclear pore
GO:0005487	F	structural constituent of nuclear pore
GO:0017057	F	6-phosphogluconolactonase activity
GO:0017058	F	FH1 domain binding
GO:0017059	C	serine C-palmitoyltransferase complex
GO:0017060	F	3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase activity
GO:0017061	F	S-methyl-5-thioadenosine phosphorylase activity
GO:0017062	P	respiratory chain complex III assembly
GO:0017063	F	obsolete phosphatidylserine-specific phospholipase A1 activity
GO:0017064	F	fatty acid amide hydrolase activity
GO:0017073	F	fatty acid amide hydrolase activity
GO:0017065	F	single-strand selective uracil DNA N-glycosylase activity
GO:0017067	F	tyrosine-ester sulfotransferase activity
GO:0008128	F	tyrosine-ester sulfotransferase activity
GO:0017069	F	snRNA binding
GO:0017070	F	U6 snRNA binding
GO:0017071	C	intracellular cyclic nucleotide activated cation channel complex
GO:0017072	F	obsolete tubulin-specific chaperone activity
GO:0017074	F	obsolete procollagen N-endopeptidase activity
GO:0017075	F	syntaxin-1 binding
GO:0017076	F	purine nucleotide binding
GO:0017077	F	oxidative phosphorylation uncoupler activity
GO:0015302	F	oxidative phosphorylation uncoupler activity
GO:0017078	F	obsolete Hsc70 protein regulator activity
GO:0017080	F	sodium channel regulator activity
GO:0017081	F	chloride channel regulator activity
GO:0017082	F	mineralocorticoid receptor activity
GO:0017083	F	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase activity
GO:0017084	F	delta1-pyrroline-5-carboxylate synthetase activity
GO:0017085	P	response to insecticide
GO:0017086	C	3-methyl-2-oxobutanoate dehydrogenase (lipoamide) complex
GO:0031212	C	3-methyl-2-oxobutanoate dehydrogenase (lipoamide) complex
GO:0017087	C	mitochondrial processing peptidase complex
GO:0017088	F	obsolete X-Pro dipeptidyl-peptidase activity
GO:0017089	F	glycolipid transporter activity
GO:0017090	C	meprin A complex
GO:0017091	F	AU-rich element binding
GO:0017092	F	obsolete sterol regulatory element-binding protein site 2 protease activity
GO:0017093	F	obsolete sterol regulatory element-binding protein protease activity
GO:0017094	F	obsolete sterol regulatory element-binding protein site 1 protease activity
GO:0017095	F	heparan sulfate 6-O-sulfotransferase activity
GO:0017096	F	acetylserotonin O-methyltransferase activity
GO:0017097	F	acetylserotonin O-methyltransferase activity
GO:0017098	F	sulfonylurea receptor binding
GO:0017099	F	very-long-chain-acyl-CoA dehydrogenase activity
GO:0017101	C	aminoacyl-tRNA synthetase multienzyme complex
GO:0017102	C	methionyl glutamyl tRNA synthetase complex
GO:0017103	F	UTP:galactose-1-phosphate uridylyltransferase activity
GO:0003982	F	UTP:galactose-1-phosphate uridylyltransferase activity
GO:0017105	F	acyl-CoA delta11-desaturase activity
GO:0017106	F	obsolete activin inhibitor activity
GO:0017107	F	obsolete anion exchanger adaptor activity
GO:0017108	F	5'-flap endonuclease activity
GO:0017109	C	glutamate-cysteine ligase complex
GO:0017110	F	nucleoside-diphosphatase activity
GO:0017111	F	nucleoside-triphosphatase activity
GO:0017112	F	Rab guanyl-nucleotide exchange factor activity
GO:0017113	F	dihydropyrimidine dehydrogenase (NADP+) activity
GO:0017114	F	obsolete wide-spectrum protease inhibitor activity
GO:0017116	F	single-stranded DNA-dependent ATP-dependent DNA helicase activity
GO:0017117	C	single-stranded DNA-dependent ATP-dependent DNA helicase complex
GO:0017118	F	lipoyltransferase activity
GO:0017119	C	Golgi transport complex
GO:0017120	F	obsolete polyphosphatidylinositol phosphatase activity
GO:0017121	P	phospholipid scrambling
GO:0017122	C	protein N-acetylglucosaminyltransferase complex
GO:0017124	F	SH3 domain binding
GO:0017125	F	deoxycytidyl transferase activity
GO:0019986	F	deoxycytidyl transferase activity
GO:0017126	P	nucleologenesis
GO:0017127	F	cholesterol transporter activity
GO:0017128	F	phospholipid scramblase activity
GO:0017129	F	triglyceride binding
